age_bracket,travelling_with,female_count,male_count,key_activity,trip_purpose,first_time_visitor,mainland_nights,island_nights,tour_arrangement,transport_package_international,source_of_info,package_accomodation,food_package,transport_package_mx,sightseeing_package,guided_tour_package,insurance_package,days_before_booked,weather_at_arrival,tour_length,special_requirements,total_travellers,spending,total_nights,booked_late,ratio,category
35,1,1.0,0.0,6,1,1,4,0,0,0,4,0,0,0,0,0,0,22,2,40,1,1.0,6.359114199,4,0,0.0,1.0
35,1,0.0,1.0,2,1,0,26,0,0,0,5,0,0,0,0,0,0,100,2,3,2,1.0,5.171098328,26,0,12.0,1.0
55,3,2.0,0.0,1,4,1,13,4,0,0,4,0,0,0,0,0,0,75,1,10,1,2.0,10.49669737,17,0,0.0,1.0
35,1,0.0,1.0,1,5,1,7,3,1,0,5,2,2,1,0,1,0,4,2,40,1,1.0,13.98126763,10,1,12.0,0.0
35,2,1.0,1.0,3,5,1,0,14,1,1,5,2,0,1,0,0,0,75,3,20,2,2.0,6.66460256,14,0,1.0,0.0
35,1,1.0,0.0,1,5,1,18,0,1,1,5,2,2,0,0,1,0,75,2,40,1,1.0,10.49669737,18,0,0.0,0.0
21,1,1.0,0.0,2,5,1,11,6,0,0,5,0,0,0,0,0,0,22,3,3,1,1.0,10.49669737,17,0,0.0,1.0
55,1,0.0,1.0,2,1,0,5,1,0,0,5,0,0,0,0,0,0,100,2,22,1,1.0,5.69267197,6,0,12.0,1.0
55,3,4.0,1.0,1,5,1,10,5,0,0,5,0,0,0,0,0,0,45,3,3,1,5.0,10.49669737,15,0,0.25,0.0
35,1,0.0,1.0,1,4,0,5,0,0,0,3,0,0,0,0,0,0,75,2,10,1,1.0,4.263060223,5,0,12.0,2.0
35,1,1.0,0.0,1,5,0,9,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,4.615932526,9,0,0.0,1.0
55,2,1.0,1.0,1,5,1,7,3,1,1,5,2,2,1,1,1,2,75,3,10,1,2.0,3.221345731,10,0,1.0,0.0
35,2,1.0,1.0,1,5,1,5,0,1,0,5,2,2,1,1,1,2,75,2,10,1,2.0,6.623668037,5,0,1.0,0.0
35,3,2.0,2.0,1,3,1,5,0,1,1,4,2,0,0,0,0,0,22,2,10,1,4.0,12.61172188,5,0,1.0,0.0
55,1,0.0,1.0,1,5,1,12,4,1,1,5,2,2,1,0,0,1,100,2,40,1,1.0,6.317842213,16,0,12.0,0.0
35,3,1.0,1.0,5,5,1,20,0,0,0,4,0,0,0,0,0,0,45,2,10,1,2.0,6.66460256,20,0,1.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,75,1,22,1,2.0,6.521512483,7,0,1.0,0.0
70,1,0.0,1.0,2,5,1,4,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,10.49669737,4,0,12.0,1.0
35,3,1.0,2.0,3,5,1,0,7,1,1,3,2,2,1,1,1,2,75,2,10,1,3.0,6.521512483,7,0,2.0,0.0
55,3,2.0,2.0,5,5,1,8,4,1,1,4,2,2,1,1,1,2,100,2,3,2,4.0,5.646109133,12,0,1.0,0.0
55,3,2.0,0.0,5,2,0,5,0,0,0,3,0,0,0,0,0,0,100,2,10,1,2.0,10.49669737,5,0,0.0,1.0
70,3,2.0,0.0,1,2,0,2,2,0,0,5,0,0,0,0,0,0,100,2,40,1,2.0,10.49669737,4,0,0.0,2.0
35,1,1.0,0.0,1,5,1,210,3,0,0,4,0,0,0,0,0,0,45,3,3,1,1.0,10.49669737,213,0,0.0,1.0
35,1,0.0,1.0,3,5,1,4,0,0,0,4,0,0,0,0,0,0,100,3,10,2,1.0,3.215343436,4,0,12.0,1.0
35,2,1.0,1.0,1,5,1,6,5,1,0,5,2,2,1,1,0,0,22,2,10,1,2.0,10.49669737,11,0,1.0,1.0
55,3,2.0,0.0,3,5,0,0,6,1,1,5,2,2,0,1,0,0,100,2,40,1,2.0,5.646109133,6,0,0.0,0.0
35,1,0.0,1.0,3,4,0,79,0,0,0,4,0,0,0,0,0,0,4,3,40,1,1.0,4.615932526,79,1,12.0,0.0
55,3,3.0,1.0,3,5,1,0,7,1,1,4,2,2,1,0,0,2,100,2,10,1,4.0,5.646109133,7,0,0.3333333333333333,0.0
35,3,0.0,1.0,2,5,1,16,0,1,1,5,2,2,1,0,1,0,100,2,10,2,1.0,6.66460256,16,0,12.0,0.0
70,2,1.0,1.0,1,5,1,12,0,1,1,5,2,2,0,0,0,0,100,3,40,1,2.0,6.66460256,12,0,1.0,0.0
55,1,0.0,1.0,2,5,1,8,0,1,1,5,2,2,1,1,1,2,100,2,10,1,1.0,6.521512483,8,0,12.0,0.0
55,1,0.0,1.0,6,5,0,2,2,0,0,3,0,0,0,0,0,0,22,3,40,2,1.0,8.340042251,4,0,12.0,2.0
55,3,3.0,1.0,1,5,1,5,7,1,1,4,2,2,1,1,1,2,45,2,20,2,4.0,6.521512483,12,0,0.3333333333333333,0.0
35,2,1.0,1.0,3,5,1,0,7,1,0,5,2,2,1,0,1,2,22,3,40,2,2.0,6.66460256,7,0,1.0,0.0
55,1,1.0,0.0,1,5,1,6,0,1,1,5,2,2,1,1,1,0,100,1,10,1,1.0,13.98126763,6,0,0.0,0.0
55,1,0.0,1.0,1,1,0,3,0,0,0,5,0,0,0,0,0,0,22,3,40,1,1.0,5.646109133,3,0,12.0,1.0
70,2,1.0,1.0,1,4,0,8,0,0,0,3,0,0,0,0,0,0,45,2,40,1,2.0,10.49669737,8,0,1.0,1.0
35,1,1.0,0.0,4,2,1,1,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,7.781739015,1,0,0.0,2.0
21,3,2.0,0.0,3,5,1,12,7,0,0,5,0,0,0,0,0,0,75,2,40,2,2.0,6.317842213,19,0,0.0,2.0
35,3,1.0,1.0,1,1,1,6,0,0,0,5,0,0,0,0,0,0,22,2,10,1,2.0,6.317842213,6,0,1.0,1.0
35,2,1.0,1.0,1,5,1,6,5,1,1,5,2,2,0,1,1,2,75,2,22,1,2.0,6.001077247,11,0,1.0,0.0
55,3,2.0,2.0,1,5,1,7,0,1,0,4,2,2,1,1,1,0,100,2,40,1,4.0,6.66460256,7,0,1.0,0.0
55,3,1.0,2.0,1,5,1,7,7,1,1,5,2,2,1,1,1,0,75,2,40,1,3.0,5.69267197,14,0,2.0,0.0
35,1,0.0,1.0,4,1,0,3,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.760582619,3,0,12.0,1.0
35,3,3.0,0.0,2,3,0,7,0,0,0,3,0,0,0,0,0,0,4,2,10,1,3.0,10.49669737,7,1,0.0,0.0
55,3,0.0,2.0,2,5,0,13,0,1,1,3,2,2,0,1,0,2,75,2,10,2,2.0,10.49669737,13,0,12.0,0.0
21,3,6.0,3.0,3,5,1,15,20,0,0,4,0,0,0,0,0,0,45,2,10,2,9.0,6.317842213,35,0,0.5,0.0
55,1,1.0,0.0,1,5,0,3,0,0,0,3,0,0,0,0,0,0,45,1,40,1,1.0,7.781739015,3,0,0.0,2.0
35,1,0.0,1.0,3,1,0,11,0,0,0,3,0,0,0,0,0,0,75,1,40,2,1.0,6.359114199,11,0,12.0,1.0
35,1,0.0,1.0,2,5,1,10,0,1,0,5,2,2,1,0,1,0,45,1,40,2,1.0,10.49669737,10,0,12.0,1.0
35,1,0.0,1.0,1,1,0,5,0,0,0,4,0,0,0,0,0,0,100,3,22,1,1.0,10.49669737,5,0,12.0,1.0
55,3,19.0,9.0,1,5,0,7,0,1,0,4,2,2,1,1,1,0,100,2,20,2,28.0,3.221345731,7,0,0.47368421052631576,0.0
35,3,1.0,3.0,1,4,0,0,2,0,0,4,2,2,0,0,0,0,45,2,10,1,4.0,7.781739015,2,0,3.0,1.0
35,1,0.0,1.0,4,1,0,3,0,0,0,1,0,0,0,0,0,0,22,1,3,1,1.0,6.359114199,3,0,12.0,1.0
21,1,0.0,1.0,6,5,1,11,6,1,1,4,2,2,1,1,1,0,100,2,40,1,1.0,10.49669737,17,0,12.0,1.0
55,2,1.0,1.0,4,5,1,6,0,1,1,5,2,2,1,1,1,2,45,2,10,1,2.0,6.66460256,6,0,1.0,0.0
35,1,0.0,1.0,3,1,0,56,0,0,0,4,0,0,0,0,0,0,45,2,3,1,1.0,6.359114199,56,0,12.0,2.0
35,2,1.0,1.0,1,4,1,7,7,1,1,5,2,2,0,0,0,0,75,1,3,1,2.0,6.66460256,14,0,1.0,1.0
35,2,1.0,1.0,1,5,1,7,8,1,1,5,2,2,1,0,1,0,45,2,40,1,2.0,6.66460256,15,0,1.0,0.0
35,2,1.0,1.0,1,5,1,5,0,1,1,5,2,2,1,1,1,2,22,2,40,2,2.0,10.49669737,5,0,1.0,0.0
35,3,6.0,0.0,1,5,1,10,3,1,1,5,2,0,1,1,1,0,100,1,10,1,6.0,15.37892575,13,0,0.0,0.0
55,2,1.0,1.0,1,5,1,14,3,1,0,5,2,2,1,1,1,0,11,2,40,1,2.0,13.98126763,17,0,1.0,0.0
21,1,1.0,0.0,2,2,1,29,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,10.49669737,29,0,0.0,1.0
55,3,1.0,2.0,3,5,1,0,7,1,1,5,2,2,1,0,0,2,22,3,40,1,3.0,6.66460256,7,0,2.0,0.0
35,1,0.0,1.0,5,4,1,1,0,0,0,4,0,0,0,0,0,0,75,3,10,1,1.0,10.24307815,1,0,12.0,2.0
55,1,1.0,0.0,3,5,1,0,7,0,1,5,2,2,0,0,0,0,100,3,3,1,1.0,6.66460256,7,0,0.0,1.0
70,2,1.0,1.0,1,5,1,5,0,1,1,5,2,1,1,1,1,0,100,2,3,1,2.0,7.821487521,5,0,1.0,0.0
35,2,1.0,1.0,1,5,1,7,6,1,0,4,2,2,1,1,1,2,45,2,3,1,2.0,6.623668037,13,0,1.0,0.0
35,1,0.0,1.0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,22,2,40,1,1.0,7.781739015,1,0,12.0,2.0
35,2,0.0,1.0,5,4,0,6,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.359114199,6,0,12.0,2.0
55,1,0.0,1.0,4,1,0,10,0,1,0,4,2,0,0,0,0,2,75,2,10,1,1.0,6.359114199,10,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,4,1,1,5,2,2,1,0,0,0,45,2,22,1,2.0,5.646109133,4,0,1.0,0.0
55,3,2.0,2.0,1,5,0,8,2,1,0,5,2,2,0,1,1,0,100,3,40,1,4.0,10.49669737,10,0,1.0,1.0
55,3,1.0,3.0,1,5,1,12,4,1,1,5,2,0,1,1,1,0,4,2,3,1,4.0,6.521512483,16,1,3.0,0.0
55,2,1.0,1.0,1,5,1,6,6,1,1,5,2,2,1,0,1,2,11,2,10,1,2.0,6.001077247,12,0,1.0,0.0
35,3,1.0,4.0,2,5,1,10,0,1,1,5,2,2,1,1,1,0,75,3,40,1,5.0,10.49669737,10,0,4.0,0.0
35,3,4.0,1.0,1,5,1,11,0,1,1,5,2,2,1,1,1,2,45,2,40,1,5.0,6.521512483,11,0,0.25,0.0
35,2,1.0,1.0,1,5,0,11,6,0,0,4,0,0,0,0,0,0,22,2,40,1,2.0,10.49669737,17,0,1.0,1.0
35,1,1.0,0.0,3,5,1,9,5,1,0,5,2,2,1,0,0,0,75,2,10,1,1.0,13.98126763,14,0,0.0,0.0
21,1,1.0,0.0,6,5,0,2,0,0,0,4,0,0,0,0,0,0,75,3,40,1,1.0,4.263060223,2,0,0.0,2.0
35,1,1.0,0.0,2,5,1,13,0,1,1,5,2,2,1,1,1,0,45,2,40,1,1.0,6.521512483,13,0,0.0,0.0
55,1,0.0,1.0,5,1,0,30,0,0,0,4,0,0,0,0,0,0,75,3,10,1,1.0,10.49669737,30,0,12.0,0.0
21,3,4.0,0.0,5,3,1,29,0,1,1,4,2,2,1,1,1,1,45,3,40,1,4.0,5.69267197,29,0,0.0,0.0
35,1,1.0,0.0,2,5,1,28,0,0,0,5,0,0,0,0,0,0,100,2,20,1,1.0,3.221345731,28,0,0.0,0.0
35,1,0.0,1.0,4,2,0,3,0,0,0,4,0,0,0,0,0,0,22,1,3,1,1.0,7.781739015,3,0,12.0,1.0
55,1,0.0,1.0,6,4,0,2,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,3.221345731,2,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,0,1,5,2,2,0,0,0,2,100,2,3,2,2.0,6.66460256,7,0,1.0,0.0
70,1,1.0,0.0,2,5,1,7,0,1,0,5,2,2,1,1,1,0,100,2,10,1,1.0,3.191467487,7,0,0.0,0.0
55,2,1.0,1.0,3,5,1,4,4,1,1,5,2,2,1,0,1,2,4,2,22,1,2.0,6.317842213,8,1,1.0,0.0
35,1,0.0,1.0,3,1,1,3,0,0,0,4,0,0,0,0,0,0,75,2,22,1,1.0,6.359114199,3,0,12.0,1.0
55,3,1.0,1.0,1,5,0,13,0,1,1,5,2,2,1,1,1,0,100,2,22,1,2.0,8.356929506,13,0,1.0,0.0
35,1,0.0,1.0,6,1,0,4,0,0,0,4,0,0,0,0,0,0,22,3,40,1,1.0,6.359114199,4,0,12.0,0.0
55,1,0.0,1.0,1,1,0,14,0,0,0,3,0,0,0,0,0,0,75,2,10,1,1.0,6.084577464,14,0,12.0,2.0
55,2,1.0,1.0,5,5,1,0,13,1,1,5,2,0,1,1,1,2,100,2,10,1,2.0,6.521512483,13,0,1.0,0.0
35,1,0.0,1.0,3,1,1,2,0,0,0,3,0,0,0,0,0,0,45,3,40,1,1.0,1.800526697,2,0,12.0,1.0
55,2,1.0,1.0,3,5,1,0,14,1,0,5,2,2,1,0,1,0,75,2,3,1,2.0,6.317842213,14,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,11,0,0,3,0,0,0,0,0,0,100,2,40,1,2.0,6.66460256,11,0,1.0,1.0
35,1,0.0,1.0,2,5,1,2,0,0,0,5,0,0,0,0,0,0,100,2,10,1,1.0,4.760582619,2,0,12.0,2.0
35,3,2.0,2.0,1,5,1,5,5,1,0,4,2,2,1,1,1,2,22,2,40,1,4.0,10.49669737,10,0,1.0,0.0
35,2,1.0,1.0,1,4,1,7,0,0,0,4,0,0,0,0,0,0,11,2,10,1,2.0,10.49669737,7,0,1.0,1.0
35,3,1.0,2.0,2,5,1,8,5,1,0,4,0,0,0,0,0,0,100,2,10,1,3.0,10.49669737,13,0,2.0,0.0
70,2,1.0,1.0,1,5,1,9,0,1,0,5,2,2,1,1,1,2,22,2,3,1,2.0,6.66460256,9,0,1.0,0.0
35,2,1.0,1.0,1,5,1,12,0,0,0,4,0,0,0,0,0,0,100,2,3,1,2.0,4.615932526,12,0,1.0,1.0
35,1,1.0,0.0,1,1,1,3,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.263060223,3,0,0.0,1.0
55,1,0.0,1.0,2,5,0,15,0,1,1,5,2,0,0,1,0,0,22,2,22,1,1.0,10.49669737,15,0,12.0,0.0
35,1,1.0,0.0,1,5,1,4,0,1,1,4,2,2,1,1,1,0,75,2,3,1,1.0,4.528830232,4,0,0.0,0.0
55,2,3.0,3.0,1,5,1,9,3,1,1,5,2,2,1,1,1,0,100,2,40,1,6.0,12.61172188,12,0,1.0,0.0
55,2,1.0,1.0,1,1,1,3,0,0,0,5,0,0,0,0,0,0,75,3,3,1,2.0,4.760582619,3,0,1.0,2.0
35,3,2.0,0.0,1,4,1,12,0,0,0,4,0,0,0,0,0,0,45,1,3,1,2.0,10.49669737,12,0,0.0,1.0
35,1,0.0,1.0,6,2,0,2,0,0,0,4,0,0,0,0,0,0,45,3,22,2,1.0,6.359114199,2,0,12.0,2.0
35,1,0.0,1.0,1,1,0,5,0,0,0,1,0,0,0,0,0,0,75,3,10,1,1.0,6.084577464,5,0,12.0,1.0
35,3,1.0,1.0,2,5,1,10,0,1,0,5,2,0,1,0,1,1,100,2,3,1,2.0,10.49669737,10,0,1.0,1.0
21,1,1.0,0.0,3,5,1,11,3,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.317842213,14,0,0.0,1.0
55,3,1.0,1.0,1,5,1,6,4,1,1,5,2,2,1,1,1,2,45,2,40,1,2.0,10.49669737,10,0,1.0,0.0
35,1,0.0,1.0,1,1,0,12,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,6.359114199,12,0,12.0,1.0
55,1,1.0,0.0,6,3,0,3,0,0,0,5,0,0,0,0,0,0,22,1,3,1,1.0,10.49669737,3,0,0.0,1.0
35,1,0.0,1.0,6,4,0,10,0,0,0,4,0,0,0,0,0,1,100,2,40,1,1.0,10.49669737,10,0,12.0,2.0
21,2,1.0,1.0,1,5,1,0,7,1,1,5,2,2,1,0,0,0,75,2,22,1,2.0,6.66460256,7,0,1.0,0.0
55,3,1.0,2.0,3,5,1,0,7,1,1,5,2,2,1,1,1,2,100,2,20,1,3.0,6.66460256,7,0,2.0,0.0
35,1,0.0,1.0,5,5,1,12,0,1,1,5,2,2,1,1,1,0,4,2,40,2,1.0,10.49669737,12,1,12.0,0.0
21,1,1.0,0.0,2,5,1,7,0,0,0,4,0,0,0,0,0,0,75,2,22,1,1.0,6.521512483,7,0,0.0,1.0
35,2,1.0,1.0,1,5,1,4,6,1,1,5,2,2,1,1,1,1,45,2,10,1,2.0,6.521512483,10,0,1.0,0.0
35,2,1.0,1.0,1,5,1,5,0,0,1,3,2,2,1,0,0,0,100,2,3,1,2.0,5.69267197,5,0,1.0,1.0
35,2,1.0,1.0,2,5,1,0,7,1,1,3,2,2,0,0,0,0,4,2,40,2,2.0,6.66460256,7,1,1.0,0.0
55,3,2.0,2.0,1,5,1,4,17,1,1,5,2,2,1,0,1,2,75,3,40,1,4.0,6.521512483,21,0,1.0,0.0
55,3,1.0,1.0,1,5,1,5,3,1,1,5,2,2,1,0,1,2,75,2,10,1,2.0,3.4442083,8,0,1.0,0.0
35,2,1.0,1.0,3,4,0,6,0,0,0,4,0,0,0,0,0,0,45,2,10,2,2.0,10.49669737,6,0,1.0,1.0
55,2,1.0,1.0,3,5,1,0,14,1,1,5,2,2,1,0,0,2,75,1,10,1,2.0,6.001077247,14,0,1.0,0.0
21,1,0.0,1.0,1,5,1,5,3,1,0,5,2,2,1,1,1,0,22,2,10,1,1.0,4.791641623,8,0,12.0,1.0
21,3,0.0,2.0,1,5,1,12,0,1,1,5,2,2,0,1,0,0,75,3,22,1,2.0,12.61172188,12,0,12.0,0.0
35,2,1.0,1.0,2,5,1,9,0,1,1,5,2,2,1,1,1,2,45,2,40,1,2.0,10.49669737,9,0,1.0,0.0
35,1,0.0,1.0,6,1,1,1,0,0,0,4,0,0,0,0,0,0,22,3,20,2,1.0,6.359114199,1,0,12.0,1.0
21,1,1.0,0.0,5,5,1,24,4,1,0,5,2,2,1,0,0,0,22,2,10,1,1.0,10.49669737,28,0,0.0,0.0
35,3,3.0,1.0,3,5,1,4,10,1,1,5,2,2,1,0,1,0,45,2,22,1,4.0,6.66460256,14,0,0.3333333333333333,0.0
35,3,0.0,2.0,1,5,1,6,2,1,1,5,2,2,1,1,1,2,75,3,40,1,2.0,6.521512483,8,0,12.0,0.0
35,1,0.0,1.0,3,1,1,2,0,0,0,5,0,0,0,0,0,0,100,2,3,2,1.0,4.760582619,2,0,12.0,2.0
55,1,0.0,1.0,1,4,1,11,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,10.49669737,11,0,12.0,0.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,1,0,0,0,75,2,10,1,2.0,6.66460256,7,0,1.0,0.0
35,2,1.0,1.0,1,5,1,4,4,1,1,5,2,2,1,0,1,0,11,3,3,1,2.0,6.001077247,8,0,1.0,0.0
35,1,0.0,1.0,2,1,0,5,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,4.615932526,5,0,12.0,1.0
35,2,1.0,1.0,3,5,1,0,7,1,1,4,2,2,0,1,1,2,100,2,10,1,2.0,6.66460256,7,0,1.0,1.0
55,2,1.0,1.0,1,5,1,2,0,1,0,4,2,2,1,1,1,0,22,2,40,1,2.0,8.356929506,2,0,1.0,0.0
35,1,0.0,1.0,5,2,1,4,0,0,0,4,0,0,0,0,0,0,45,3,3,2,1.0,10.24307815,4,0,12.0,2.0
55,3,2.0,3.0,1,4,1,16,0,0,0,5,0,0,0,0,0,0,100,2,22,1,5.0,6.66460256,16,0,1.5,0.0
35,1,0.0,1.0,6,4,0,20,0,0,0,5,0,0,0,0,0,0,75,2,10,1,1.0,6.317842213,20,0,12.0,1.0
21,2,1.0,1.0,1,5,1,30,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,6.66460256,30,0,1.0,1.0
35,1,0.0,1.0,6,4,0,4,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.084577464,4,0,12.0,2.0
55,2,1.0,1.0,1,5,1,21,3,1,0,5,2,2,1,1,1,0,75,1,3,1,2.0,6.66460256,24,0,1.0,0.0
35,1,0.0,1.0,1,1,0,50,0,0,0,5,0,0,0,0,0,0,45,2,22,1,1.0,10.49669737,50,0,12.0,0.0
21,3,2.0,2.0,1,4,1,13,0,0,0,4,0,0,0,0,0,0,75,2,10,1,4.0,6.317842213,13,0,1.0,1.0
35,2,1.0,1.0,2,5,1,15,0,0,0,5,0,0,0,0,0,0,22,1,40,2,2.0,6.521512483,15,0,1.0,1.0
55,1,1.0,0.0,1,1,0,15,0,1,1,5,2,2,1,1,0,0,22,2,10,1,1.0,6.521512483,15,0,0.0,0.0
35,3,0.0,2.0,3,2,1,44,0,0,0,5,0,0,0,0,0,0,75,1,22,1,2.0,8.356929506,44,0,12.0,1.0
35,1,1.0,0.0,3,3,0,30,8,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,3.221345731,38,0,0.0,1.0
55,2,1.0,1.0,1,5,1,15,0,1,1,5,2,2,1,1,1,0,22,2,40,2,2.0,10.49669737,15,0,1.0,0.0
35,3,1.0,1.0,3,5,0,3,0,0,0,3,0,0,0,0,0,0,100,2,40,1,2.0,10.24307815,3,0,1.0,2.0
35,1,0.0,1.0,6,4,0,14,0,0,0,4,0,0,0,0,0,0,22,3,10,1,1.0,6.084577464,14,0,12.0,2.0
35,1,0.0,1.0,3,2,1,0,4,0,0,3,0,0,0,0,0,0,75,2,10,2,1.0,4.615932526,4,0,12.0,2.0
55,3,0.0,2.0,6,3,1,2,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,5.061777678,2,0,12.0,2.0
35,3,1.0,3.0,3,5,1,8,0,1,1,5,2,2,0,0,0,0,75,2,10,1,4.0,6.66460256,8,0,3.0,0.0
21,3,2.0,0.0,3,5,1,1,6,0,0,4,0,1,0,0,0,0,22,3,10,1,2.0,5.69267197,7,0,0.0,1.0
35,3,3.0,0.0,3,5,1,0,5,1,1,5,2,2,1,1,0,0,100,1,3,2,3.0,10.49669737,5,0,0.0,0.0
55,1,1.0,0.0,1,1,0,2,0,0,0,3,0,0,0,0,0,0,22,2,40,1,1.0,5.171098328,2,0,0.0,1.0
55,2,1.0,1.0,2,5,0,14,0,1,0,5,1,2,1,1,1,0,100,2,10,1,2.0,13.98126763,14,0,1.0,0.0
35,1,1.0,0.0,2,5,1,12,0,1,1,5,2,2,1,0,1,0,11,2,10,1,1.0,6.521512483,12,0,0.0,0.0
55,1,0.0,1.0,5,5,1,0,4,0,0,4,0,0,0,0,0,0,45,2,10,1,1.0,7.781739015,4,0,12.0,0.0
55,2,1.0,1.0,1,5,1,14,2,0,0,3,0,0,0,0,0,0,75,2,40,1,2.0,5.646109133,16,0,1.0,1.0
35,1,0.0,1.0,6,1,1,4,0,1,1,5,2,2,1,0,0,0,45,3,20,1,1.0,4.263060223,4,0,12.0,1.0
55,2,1.0,1.0,1,5,1,5,0,1,0,5,2,2,1,0,1,0,45,2,10,1,2.0,7.885848025,5,0,1.0,0.0
55,3,4.0,3.0,3,5,1,6,6,1,1,4,2,2,1,1,1,0,75,2,3,1,7.0,10.49669737,12,0,0.75,0.0
35,3,3.0,2.0,3,5,1,0,14,1,1,5,2,2,1,1,1,2,45,2,3,1,5.0,6.66460256,14,0,0.6666666666666666,0.0
55,1,0.0,1.0,1,4,0,52,0,1,1,5,2,2,1,0,0,0,100,3,10,1,1.0,4.791641623,52,0,12.0,0.0
35,1,0.0,1.0,1,4,1,26,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,6.084577464,26,0,12.0,2.0
35,1,0.0,1.0,6,3,1,27,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.66460256,27,0,12.0,0.0
35,2,1.0,1.0,2,5,0,0,7,0,0,4,0,0,0,0,0,1,100,2,40,1,2.0,10.49669737,7,0,1.0,0.0
55,1,1.0,0.0,1,5,1,3,0,1,0,5,2,2,1,1,1,2,75,3,40,1,1.0,6.001077247,3,0,0.0,0.0
35,1,0.0,1.0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,100,3,3,1,1.0,6.084577464,3,0,12.0,2.0
55,2,1.0,1.0,1,5,1,3,0,1,1,5,2,2,1,1,1,0,100,3,10,1,2.0,6.494351742,3,0,1.0,0.0
35,1,0.0,1.0,1,1,0,3,0,0,0,3,0,0,0,0,0,0,75,2,22,1,1.0,4.615932526,3,0,12.0,1.0
21,1,0.0,1.0,3,5,0,14,0,0,0,4,0,0,0,0,0,0,22,2,22,1,1.0,10.49669737,14,0,12.0,2.0
55,2,1.0,1.0,5,4,1,6,0,0,0,4,0,0,0,0,0,0,75,2,10,1,2.0,5.646109133,6,0,1.0,1.0
35,1,0.0,1.0,3,4,0,4,0,0,0,4,0,0,0,0,0,0,75,2,10,1,1.0,6.359114199,4,0,12.0,2.0
35,1,0.0,1.0,3,1,0,1,0,0,0,5,0,0,0,0,0,0,45,3,10,1,1.0,4.760582619,1,0,12.0,2.0
55,1,0.0,1.0,6,4,0,3,0,0,0,4,0,0,0,0,0,0,75,2,40,1,1.0,4.615932526,3,0,12.0,1.0
55,1,0.0,1.0,1,1,0,5,0,0,0,5,0,0,0,0,0,0,75,2,40,1,1.0,10.49669737,5,0,12.0,1.0
35,1,1.0,0.0,1,1,0,3,0,0,0,4,0,0,0,0,0,0,100,2,10,1,1.0,6.359114199,3,0,0.0,2.0
55,2,1.0,1.0,2,4,0,11,0,1,0,5,2,2,1,1,1,0,75,2,22,1,2.0,6.001077247,11,0,1.0,0.0
35,1,0.0,1.0,3,5,1,5,0,0,0,4,0,0,0,0,0,0,75,2,3,1,1.0,10.49669737,5,0,12.0,1.0
55,2,1.0,1.0,3,5,1,0,5,1,1,4,2,2,0,0,0,0,75,2,22,1,2.0,6.317842213,5,0,1.0,0.0
35,2,1.0,1.0,3,5,1,0,10,1,1,5,2,2,1,0,0,2,100,2,10,1,2.0,6.66460256,10,0,1.0,0.0
35,2,1.0,1.0,1,5,1,11,8,0,0,5,0,0,0,0,0,0,45,3,10,1,2.0,6.317842213,19,0,1.0,0.0
35,1,1.0,0.0,1,5,1,8,8,1,0,2,2,2,1,0,1,0,22,3,3,2,1.0,6.66460256,16,0,0.0,0.0
21,3,1.0,1.0,2,5,1,8,0,1,1,5,2,2,1,1,1,0,75,1,40,2,2.0,5.69267197,8,0,1.0,0.0
35,1,1.0,0.0,2,5,1,7,0,1,0,5,2,2,1,1,1,0,75,2,3,2,1.0,6.494351742,7,0,0.0,0.0
55,1,0.0,1.0,1,4,0,4,0,0,0,4,0,0,0,0,0,0,22,2,22,1,1.0,7.781739015,4,0,12.0,2.0
55,3,2.0,0.0,1,5,1,7,0,1,1,5,2,2,1,1,1,2,75,3,40,1,2.0,6.521512483,7,0,0.0,0.0
35,1,0.0,1.0,2,5,1,10,0,1,1,5,0,2,1,0,1,2,4,2,40,1,1.0,5.646109133,10,1,12.0,0.0
